t,o,h,l,c,v,n
1554750000,176.41,177.97,175.38,176.33,3080745,60
1554753600,176.3,180.34,176.11,179.69,2483209,60
1554757200,179.65,181.5,178.5,180.7,2796637,60
1554760800,180.68,181.5,178.44,178.76,3360473,60
1554764400,178.75,179.69,177.04,178.64,2774960,60
1554768000,178.67,179,176.81,176.83,3586531,60
1554771600,176.84,177.25,174.6,176.4,6688561,60
1554775200,176.44,178,175.56,175.78,3235846,60
1554778800,175.78,176.42,173.86,174.98,5141844,60
1554782400,174.96,176.02,173.99,174.58,5373892,60
1554786000,174.58,174.61,171.96,174.04,7863037,60
1554789600,174.04,175.26,173.7,175.22,3976341,60
1554793200,175.22,175.69,174.2,174.65,3356670,60
1554796800,174.66,175.56,173.32,175.44,4239312,60
1554800400,175.44,175.67,174,174.39,3411015,60
1554804000,174.39,176.8,173,175.92,4592921,60
1554807600,175.92,176.87,175.13,176.87,2993605,60
1554811200,176.86,177.73,176.13,176.36,3860023,60
1554814800,176.36,177.55,175.53,176.19,3654062,60
1554818400,176.23,176.51,174.8,175.37,2960930,60
1554822000,175.37,176.48,175,175.02,2642175,60
1554825600,175.02,175.96,174.2,175.75,3401130,60
1554829200,175.75,176.01,175,175.35,2196547,60
1554832800,175.36,176.03,175.27,175.88,1209181,60
1554836400,175.87,175.95,174.7,175.14,778368,60
1554840000,175.12,176.89,175.07,176.08,1115675,60
1554843600,176.09,176.52,175.44,175.47,447903,60
1554847200,175.46,175.48,174,174.92,1493720,60
1554850800,174.92,175.51,174.22,174.62,1266900,60
1554854400,174.61,176.85,174.1,176.44,2794308,60
1554858000,176.43,179.03,175.9,178.09,4731457,60
1554861600,178.1,178.99,177.64,178.99,4026113,60
1554865200,178.95,179.61,177.63,177.77,3359772,60
1554868800,177.76,179.45,177.76,178.53,2999111,60
1554872400,178.53,180,178.53,180,3468920,60
1554876000,180,181.42,179.68,180.35,5934173,60
1554879600,180.35,180.42,178.59,179.08,2824211,60
1554883200,179.08,179.55,178.7,179.38,3023742,60
1554886800,179.34,179.78,177.8,178.74,4426778,60
1554890400,178.75,179.25,178.01,179.17,2197306,60
1554894000,179.19,179.37,178.44,178.44,2042068,60
1554897600,178.47,180.63,178.4,180.1,3922270,60
1554901200,180.09,180.37,177.55,179.3,4871629,60
1554904800,179.3,179.42,178.52,178.96,1967123,60
1554908400,178.97,179.12,177.85,179.1,2774190,60
1554912000,179.1,179.67,177.99,178.54,2281578,60
1554915600,178.54,180.01,178.5,178.68,1597720,60
1554919200,178.74,183.27,178.58,181.06,6618552,60
1554922800,181.07,181.66,179.63,180.03,2436928,60
1554926400,180.04,180.86,171.2,175.17,12382438,60
1554930000,175.15,176.43,173.79,175.67,3520450,60
1554933600,175.67,176.65,174.22,176.65,3390205,60
1554937200,176.61,177.47,176.34,177.07,2674703,60
1554940800,177.12,177.4,174.25,175.27,4634671,60
1554944400,175.28,176.35,174.04,175.59,2928119,60
1554948000,175.6,175.66,173.69,174.33,5305994,60
1554951600,174.32,174.39,167.5,168.83,16236536,60
1554955200,168.83,171,167.5,170.39,7634148,60
1554958800,170.4,171,168.62,170.36,4533264,60
1554962400,170.37,170.82,169.8,170.59,2195634,60
1554966000,170.6,170.76,169.08,169.69,3071400,60
1554969600,169.7,169.77,166,169.01,7481901,60
1554973200,169.02,169.07,162.69,165.03,10215571,60
1554976800,164.97,166,163.9,164.19,7098138,60
1554980400,164.19,164.21,155.11,162.48,18018851,60
1554984000,162.53,163.93,161,163.5,5939825,60
1554987600,163.46,163.97,161.71,161.82,3932937,60
1554991200,161.82,163.7,160.73,162.97,4163703,60
1554994800,162.98,163.75,162.08,162.23,2672463,60
1554998400,162.23,164.58,161.47,163.97,4492980,60
1555002000,163.93,164.64,163,164.64,1826424,60
1555005600,164.53,165.6,164.07,165.22,1289560,60
1555009200,165.14,165.34,164,164.95,1611058,60
1555012800,164.92,165.11,163.42,163.7,1561060,60
1555016400,163.74,164.19,162.51,162.74,814359,60
1555020000,162.75,164.7,161.61,164.24,1376566,60
1555023600,164.24,165.4,164,164.07,1374969,60
1555027200,164.07,164.54,163.37,163.68,1277400,60
1555030800,163.67,163.73,158.1,159.91,7777800,60
1555034400,159.92,161.91,159.5,161.52,2961242,60
1555038000,161.52,163.5,160.7,163.07,2668516,60
1555041600,163.06,164.37,162.8,163.56,2826231,60
1555045200,163.59,163.84,161.85,163.05,1978265,60
1555048800,163.05,163.5,162.51,162.72,1393805,60
1555052400,162.74,163.32,162.29,162.56,2413620,60
1555056000,162.56,163.19,160,161.1,4187575,60
1555059600,161.08,162.32,160.64,162.27,2770100,60
1555063200,162.29,165.26,161.99,164.35,4992720,60
1555066800,164.36,166.18,163.93,164.44,5361641,60
1555070400,164.44,165.47,164.32,165.19,1854836,60
1555074000,165.17,165.35,163.27,163.74,2881699,60
1555077600,163.77,164.41,163.01,164.15,1774935,60
1555081200,164.17,164.28,162.83,163.34,1957725,60
1555084800,163.41,164.84,162.84,164.56,2054776,60
1555088400,164.57,165.72,163.6,163.96,1688558,60
1555092000,163.92,164.29,163.2,163.24,532285,60
1555095600,163.27,163.99,163,163.57,682619,60
1555099200,163.55,163.56,162.21,162.97,777681,60
1555102800,162.98,164.08,162.95,163.71,436133,60
1555106400,163.68,164.5,163.22,164.5,728110,60
1555110000,164.5,164.76,163.17,163.18,919547,60
1555113600,163.19,163.82,162.7,163.08,1073100,60
1555117200,163.09,163.9,162.71,163.63,1196206,60
1555120800,163.64,164.9,163.5,164.84,1444983,60
1555124400,164.82,165.5,164.49,164.96,2509203,60
1555128000,164.98,165.11,164.6,164.93,1562040,60
1555131600,164.92,165.14,164,164.85,1280101,60
1555135200,164.85,164.85,164.32,164.74,1272537,60
1555138800,164.74,165.07,164,164.07,1473316,60
1555142400,164.08,164.4,163.09,163.68,2023178,60
1555146000,163.68,163.99,163.2,163.54,1307712,60
1555149600,163.51,163.98,161.3,161.6,3898258,60
1555153200,161.57,162.21,161,161.88,2266329,60
1555156800,161.89,162.99,161.43,162.9,1623683,60
1555160400,162.91,162.91,162.23,162.73,1026868,60
1555164000,162.73,163.88,162.36,163.45,1470357,60
1555167600,163.46,164,162.65,162.89,1492330,60
1555171200,162.89,163.16,161.93,162.6,1310230,60
1555174800,162.64,163,162.21,162.8,791523,60
1555178400,162.8,162.83,162.3,162.6,341470,60
1555182000,162.6,162.6,161.96,161.97,185574,60
1555185600,161.96,162.35,161.45,162.07,472172,60
1555189200,162.05,162.96,161.35,162.8,465527,60
1555192800,162.78,163.11,162.38,162.87,315185,60
1555196400,162.88,163.95,162.88,162.97,1025931,60
1555200000,162.95,163.68,162.91,163.4,592144,60
1555203600,163.38,163.8,162.59,162.72,932175,60
1555207200,162.72,163.01,161.71,161.91,1109662,60
1555210800,161.92,162.51,161.69,162.04,1739212,60
1555214400,162.04,162.65,161.86,162.18,1420078,60
1555218000,162.14,162.4,161.12,162.13,1712789,60
1555221600,162.13,162.27,161.39,161.66,1288938,60
1555225200,161.64,162.74,161.55,161.98,1350263,60
1555228800,162,162.44,161.66,161.84,1156019,60
1555232400,161.88,162.77,161.7,162.71,1692773,60
1555236000,162.7,163.22,162.4,162.82,1618868,60
1555239600,162.85,163.04,162.58,162.75,1079919,60
1555243200,162.74,163.19,162.26,162.93,1820206,60
1555246800,162.91,163.85,162.89,163.48,1857149,60
1555250400,163.49,163.56,162.68,163.35,1540483,60
1555254000,163.35,163.36,162.86,163.16,937565,60
1555257600,163.16,164,162.91,163.03,1191131,60
1555261200,163.02,163.32,162.81,163.02,486497,60
1555264800,163.02,164.19,162.98,164.14,1367812,60
1555268400,164.13,164.15,163.28,163.5,470981,60
1555272000,163.51,164.16,162.76,163.86,1234861,60
1555275600,163.85,164.6,163.81,164.49,433390,60
1555279200,164.47,167.97,164.45,167.34,5251965,60
1555282800,167.41,168.15,166.08,167.16,3803648,60
1555286400,167.2,167.85,166,166.99,2671685,60
1555290000,167.01,168.74,166.99,168.09,5529577,60
1555293600,168.09,168.4,167.33,167.88,3765100,60
1555297200,167.87,167.9,166.73,167.03,1489277,60
1555300800,166.91,167.88,166.91,167.72,1403269,60
1555304400,167.73,167.9,167.03,167.1,1154740,60
1555308000,167.1,167.91,167.04,167.65,1718567,60
1555311600,167.65,167.7,166.16,166.81,2063675,60
1555315200,166.83,167.21,166.32,166.78,2569176,60
1555318800,166.8,166.9,166.15,166.63,1434727,60
1555322400,166.59,166.63,164.39,164.8,2663671,60
1555326000,164.86,165.57,164.54,165.1,1444762,60
1555329600,165.12,165.28,163.74,165.25,2071966,60
1555333200,165.25,165.35,164.77,164.89,1974560,60
1555336800,164.89,166.5,164.5,164.93,3063323,60
1555340400,164.92,165.85,164.92,165.6,2277184,60
1555344000,165.61,165.88,164.13,164.42,1871266,60
1555347600,164.43,164.43,156.21,159.6,9041821,60
1555351200,159.6,161.5,158.56,160.3,3467410,60
1555354800,160.3,160.37,157.79,158.19,3759264,60
1555358400,158.2,160.37,156.88,159.97,3530152,60
1555362000,159.97,160.33,159.43,159.95,640539,60
1555365600,159.96,161.19,159.95,160.62,1209342,60
1555369200,160.62,161.5,159.83,160,1328782,60
1555372800,159.94,161.5,159.4,161.09,1880511,60
1555376400,161.1,161.94,161.05,161.3,1646992,60
1555380000,161.3,161.56,160,160.26,2099593,60
1555383600,160.25,161.36,160.22,160.87,2212007,60
1555387200,160.89,161.77,160.73,161.08,1207301,60
1555390800,161.1,163.23,160.57,162.05,2051642,60
1555394400,162.06,162.27,161.73,161.91,1665470,60
1555398000,161.92,162.68,161.91,162.53,1284554,60
1555401600,162.51,163.4,162.43,162.96,1843558,60
1555405200,162.94,163.77,162.94,163.34,1586819,60
1555408800,163.34,163.34,161.79,161.96,1524077,60
1555412400,161.93,162.44,161.62,162.26,1699938,60
1555416000,162.26,162.56,161.11,161.26,2960713,60
1555419600,161.23,161.86,160.78,161.12,1724004,60
1555423200,161.1,162.27,160.12,161.72,2873366,60
1555426800,161.71,164.5,161.55,163.22,2982973,60
1555430400,163.21,164.1,162.94,163.51,1615520,60
1555434000,163.5,166.64,163.42,165.71,3659034,60
1555437600,165.72,166.13,164.1,164.27,2019195,60
1555441200,164.27,165.36,164.23,164.47,1162789,60
1555444800,164.44,164.97,163.52,164.6,736579,60
1555448400,164.59,165.5,164.52,164.93,443151,60
1555452000,164.93,165.07,163.94,164.75,1122028,60
1555455600,164.75,165.98,164.75,165.37,1580534,60
1555459200,165.36,167.17,165.11,165.29,3381361,60
1555462800,165.32,165.65,164.2,165.27,2687559,60
1555466400,165.27,166,165.25,165.53,2141171,60
1555470000,165.53,165.71,165.05,165.62,1976969,60
1555473600,165.6,166.21,165.18,166.04,1582757,60
1555477200,166.04,166.11,165.09,165.26,1263203,60
1555480800,165.27,165.77,164.9,165.24,1455497,60
1555484400,165.24,165.7,165.14,165.59,1185506,60
1555488000,165.59,165.68,164,164.47,2310476,60
1555491600,164.4,164.85,163.96,164.81,1247482,60
1555495200,164.8,165.75,163.89,165.17,1969768,60
1555498800,165.14,166.27,165.09,166.1,2931052,60
1555502400,166.09,166.45,164.5,164.53,2836929,60
1555506000,164.53,165.54,164.31,165.19,1892316,60
1555509600,165.19,165.43,164.55,165.25,1485726,60
1555513200,165.3,166.09,165.12,165.14,1664937,60
1555516800,165.13,165.61,164.55,165.36,1118085,60
1555520400,165.36,165.68,165.03,165.28,833384,60
1555524000,165.3,165.78,163.97,165.73,1360604,60
1555527600,165.75,166.2,165.54,165.82,879408,60
1555531200,165.86,166.43,165.62,165.82,970499,60
1555534800,165.79,166.5,165.54,166.47,498606,60
1555538400,166.47,166.6,164.75,165.48,1064530,60
1555542000,165.5,165.97,164.99,165.77,605328,60
1555545600,165.73,166.28,165.61,165.74,1025607,60
1555549200,165.75,172.9,164.2,171.4,15918190,60
1555552800,171.4,172.37,170.16,170.91,7734971,60
1555556400,170.91,171.99,170.87,171.73,4059986,60
1555560000,171.74,172.5,171.3,171.66,4173797,60
1555563600,171.66,171.7,170.6,171.05,2304186,60
1555567200,171.09,171.37,170.51,171.29,2394461,60
1555570800,171.34,171.83,171,171.47,2626326,60
1555574400,171.48,171.59,170.2,170.6,2131555,60
1555578000,170.7,171,170.06,170.97,1708820,60
1555581600,170.97,171.24,170.7,170.97,833223,60
1555585200,171.01,171.05,169.87,170.28,59807,60
1555588800,170.31,171.42,170.29,171.17,148201,60
1555592400,171.17,172.16,170.85,171.42,102453,60
1555596000,171.48,171.59,170.64,171.59,99085,60
1555599600,171.68,172.44,171.45,171.56,80559,60
1555603200,171.71,172.92,170.87,172.92,73341,60
1555606800,172.76,174.95,172.76,174.09,134482,60
1555610400,173.48,174.8,173.48,173.85,64002,60
1555614000,173.85,175.13,173.77,174.2,78524,60
1555617600,174.01,175.05,173.1,174.86,65951,60
1555621200,174.91,174.91,174.05,174.2,45151,60
1555624800,174.19,174.25,172.45,172.45,80249,60
1555628400,172.29,173.25,171.05,173.19,140814,60
1555632000,173.33,173.33,172.1,172.15,95555,60
1555635600,172.12,172.12,169.03,169.75,123963,60
1555639200,169.54,170.94,168.83,169.89,119020,60
1555642800,169.97,171.29,169.35,171.07,111786,60
1555646400,171.1,171.4,170.58,171.09,118372,60
1555650000,171.1,171.34,170.78,171.14,109647,60
1555653600,171.14,172.39,171.14,172.27,79228,60
1555657200,172.2,172.39,171.9,172.1,3257784,60
1555660800,172.1,173.45,170.9,173.19,3454437,60
1555664400,173.16,173.54,172.35,172.69,2476194,60
1555668000,172.69,173,171.66,172.4,2968879,60
1555671600,172.41,172.93,172.24,172.44,1176749,60
1555675200,172.42,172.88,171.24,171.68,2426550,60
1555678800,171.67,172.21,171.48,171.92,1663386,60
1555682400,171.92,172.34,170.86,171.8,1866185,60
1555686000,171.81,173,171.51,172,2501903,60
1555689600,172,173.42,171.29,171.75,3520358,60
1555693200,171.64,171.74,171.06,171.61,1225246,60
1555696800,171.6,172.16,171.27,171.86,676829,60
1555700400,171.88,172.24,171.31,171.94,484723,60
1555704000,171.93,172.46,171.49,171.71,476652,60
1555707600,171.72,172.14,171.32,171.75,379704,60
1555711200,171.75,172.21,171.41,172.21,474403,60
1555714800,172.21,173.23,171.96,172.61,1904098,60
1555718400,172.61,173.25,172.36,172.43,1084596,60
1555722000,172.42,174.07,172.37,173.77,1795225,60
1555725600,173.77,174.55,173.33,173.63,2961123,60
1555729200,173.65,173.78,172.99,173.2,1141082,60
1555732800,173.2,174.13,172.76,173.89,1536038,60
1555736400,173.85,174.25,173.48,173.88,1323060,60
1555740000,173.86,174.4,173.68,173.87,2341011,60
1555743600,173.91,174.37,173.87,174.27,1675767,60
1555747200,174.24,177,174.22,175.25,6740392,60
1555750800,175.26,175.3,174,174,2888036,60
1555754400,174.01,174.01,172,172.48,5042414,60
1555758000,172.47,173.08,172.42,172.52,1242586,60
1555761600,172.51,173.26,172.51,172.68,1359321,60
1555765200,172.66,172.88,172.52,172.73,1457679,60
1555768800,172.73,172.88,171.5,172.09,2317419,60
1555772400,172.06,172.94,171.8,172.14,2110953,60
1555776000,172.13,173,171.7,172.7,1395659,60
1555779600,172.7,173.4,172.43,172.64,971038,60
1555783200,172.66,173.1,172.59,172.77,386404,60
1555786800,172.78,172.91,172.5,172.58,312040,60
1555790400,172.59,172.92,171.9,172.13,415562,60
1555794000,172.11,172.27,170,170.8,2471477,60
1555797600,170.83,172.08,170.74,171.81,947901,60
1555801200,171.8,173.41,171.51,172.83,1307880,60
1555804800,172.82,173.44,172.44,172.69,1234170,60
1555808400,172.69,173.08,172.4,172.48,544039,60
1555812000,172.49,172.83,172.39,172.71,826252,60
1555815600,172.7,173,172.56,172.61,906132,60
1555819200,172.64,172.95,171.95,172.11,1311606,60
1555822800,172.11,172.13,171.1,171.53,1867536,60
1555826400,171.52,171.88,170.89,171.87,1581480,60
1555830000,171.88,172.06,170.41,170.75,2363387,60
1555833600,170.75,170.87,167.5,169.93,5988657,60
1555837200,169.89,169.92,166.4,167.36,6704510,60
1555840800,167.39,168.21,165.8,167.76,4687505,60
1555844400,167.75,167.78,166.55,166.85,2365153,60
1555848000,166.85,166.92,165,166.66,6227173,60
1555851600,166.68,167.77,166.59,167.5,2787572,60
1555855200,167.5,167.6,166.57,167.36,1671982,60
1555858800,167.35,168,167.01,167.84,1330071,60
1555862400,167.84,168,167.2,167.3,1145475,60
1555866000,167.3,167.58,166.73,167.04,608192,60
1555869600,167.01,167.31,166.16,166.86,802970,60
1555873200,166.84,167.12,166.6,167.12,560090,60
1555876800,167.09,167.5,166.75,166.87,355901,60
1555880400,166.85,167.94,166.78,167.68,354288,60
1555884000,167.68,169.15,167.34,168.53,1368352,60
1555887600,168.53,169.37,168,168.67,1061638,60
1555891200,168.65,169.66,168.52,169.1,1136458,60
1555894800,169.11,169.39,167.72,168.1,1621506,60
1555898400,168.16,168.64,167.42,167.59,1048200,60
1555902000,167.59,168.13,167,167.09,1502402,60
1555905600,167.1,168.26,167.07,168.17,1494832,60
1555909200,168.16,168.98,168,168.3,1691174,60
1555912800,168.33,169.29,168.29,169.05,2703073,60
1555916400,169.07,169.5,168.69,168.93,1871173,60
1555920000,168.95,169.53,168.84,168.86,2531776,60
1555923600,168.85,170.52,168.39,170.25,2871480,60
1555927200,170.25,171.3,169.25,170.97,2927423,60
1555930800,170.95,171.27,170.36,170.51,2050539,60
1555934400,170.5,170.99,170.06,170.31,1609706,60
1555938000,170.32,170.45,169.95,169.95,1079537,60
1555941600,169.97,170.7,169.85,170.52,1166614,60
1555945200,170.52,172,169.21,169.79,3722590,60
1555948800,169.8,169.89,167.61,168.78,3306389,60
1555952400,168.76,171.03,168.71,170.83,1848930,60
1555956000,170.8,172,170,171.47,2155354,60
1555959600,171.43,172.25,170.08,171.55,1969014,60
1555963200,171.55,171.84,170.58,170.75,963351,60
1555966800,170.74,171.48,170.54,171.01,361401,60
1555970400,171.01,171.88,171,171.51,921263,60
1555974000,171.49,171.5,170.2,170.57,1217109,60
1555977600,170.56,170.77,169.53,170.18,1288450,60
1555981200,170.19,170.44,170.02,170.33,814939,60
1555984800,170.33,171.11,170.33,170.99,1434853,60
1555988400,170.99,172.13,170.96,171.42,4135484,60
1555992000,171.44,174.98,170.96,172.74,10610883,60
1555995600,172.76,173.9,172.57,173.45,4364421,60
1555999200,173.45,174,171.95,173.85,4002137,60
1556002800,173.85,175.36,173.78,174.44,6466074,60
1556006400,174.43,175.59,174,174.22,4212090,60
1556010000,174.21,174.22,172.87,173.7,2681210,60
1556013600,173.7,174.15,173.45,174.06,2426433,60
1556017200,174.06,174.39,173,173.3,2950310,60
1556020800,173.3,173.8,173.2,173.24,1302385,60
1556024400,173.21,174.08,173.02,173.72,1481170,60
1556028000,173.76,174.31,173.5,173.79,1929479,60
1556031600,173.79,173.86,172.28,172.86,2481748,60
1556035200,172.85,173.17,172.12,172.82,2060126,60
1556038800,172.82,173.72,172.61,172.86,1498421,60
1556042400,172.88,173.33,172.2,172.74,706528,60
1556046000,172.74,172.93,171.32,172.36,1260245,60
1556049600,172.33,172.4,171.19,171.85,914989,60
1556053200,171.85,172.42,171.5,172.18,915395,60
1556056800,172.18,172.19,168,170.8,5238631,60
1556060400,170.8,171.26,169.23,169.23,2255317,60
1556064000,169.22,169.91,168.94,169.42,2251498,60
1556067600,169.44,169.46,165.82,167.13,7871412,60
1556071200,167.13,168.5,166.54,168.49,3411467,60
1556074800,168.48,169.26,168.3,168.52,2278766,60
1556078400,168.5,169.23,167.91,169.01,2448960,60
1556082000,169.01,169.25,168.06,169.08,2410696,60
1556085600,169.09,169.7,168,168.4,2986013,60
1556089200,168.42,168.56,160.89,163.36,11121576,60
1556092800,163.36,164.68,162.32,164.1,7230749,60
1556096400,164.08,164.09,163,163.29,3669724,60
1556100000,163.17,164.2,162.1,162.63,3770077,60
1556103600,162.63,163.99,161.5,163.5,3345028,60
1556107200,163.49,164.45,163.45,163.83,1826334,60
1556110800,163.83,164.17,162.48,162.68,2330622,60
1556114400,162.7,163.79,162.03,163.45,1920238,60
1556118000,163.44,164.09,163.13,163.43,1400798,60
1556121600,163.38,163.79,160.36,161.04,4545812,60
1556125200,161,162,160.2,160.8,2530911,60
1556128800,160.81,161.26,159.21,161.26,3923175,60
1556132400,161.26,162.5,161.18,162.13,1084124,60
1556136000,162.13,163.62,162.11,163.43,586333,60
1556139600,163.43,163.69,162.69,162.73,560761,60
1556143200,162.73,164.3,162.56,164.2,1079533,60
1556146800,164.2,165,163.25,164.74,2499447,60
1556150400,164.72,165.5,164.2,164.96,2452618,60
1556154000,164.98,164.99,164,164.38,1177663,58
1556157600,164.37,165.2,162.52,162.81,2636347,60
1556161200,162.81,163.39,162.36,163.38,1887408,60
1556164800,163.38,164.08,163.15,163.3,1345986,60
1556168400,163.3,163.68,162.8,163.46,1332889,60
1556172000,163.45,163.52,161.45,161.95,2891502,60
1556175600,161.96,162.78,161.49,162.42,1831187,60
1556179200,162.42,162.82,161.97,162.26,1919508,60
1556182800,162.25,162.47,161,162.24,2331156,60
1556186400,162.25,163.81,162.24,163.51,3914926,60
1556190000,163.51,163.69,162.57,163.6,3360141,60
1556193600,163.58,163.74,162.96,163.13,1796714,60
1556197200,163.12,163.42,162.67,163.28,1465985,60
1556200800,163.28,163.4,162.52,162.73,1994366,60
1556204400,162.74,163.5,162.7,163.3,1107407,60
1556208000,163.31,164.5,163.29,164.07,2420487,60
1556211600,164.05,164.47,163.51,164.01,1857956,60
1556215200,164.01,164.4,163.89,164.13,751073,60
1556218800,164.14,164.65,163.44,163.97,799904,60
1556222400,163.95,164.59,163.5,164.35,603083,60
1556226000,164.38,164.54,160.27,160.32,2990862,60
1556229600,160.3,160.33,150.28,155.33,19223823,60
1556233200,155.28,155.71,154.17,154.67,5765447,60
1556236800,154.66,155.39,151.4,155.21,11021071,60
1556240400,155.18,157.03,154.58,156.84,6471387,60
1556244000,156.84,162.58,156.24,157.95,10894055,60
1556247600,157.95,158.63,156.44,156.95,7611322,60
1556251200,156.95,159.06,156.85,156.85,4929588,60
1556254800,156.86,157.76,156.52,156.96,3922903,60
1556258400,156.92,157.26,155.04,156.05,5575223,60
1556262000,156.1,156.53,155.37,156.16,4873137,60
1556265600,156.17,156.9,155.78,156.02,3226805,60
1556269200,156.1,156.3,155.5,155.97,2464585,60
1556272800,155.98,157.19,155.83,156.75,2261016,60
1556276400,156.78,157.36,156.16,156.31,3098230,60
1556280000,156.3,157.29,156.02,156.97,2857264,60
1556283600,156.95,157.17,156.52,156.64,2044680,60
1556287200,156.6,156.72,156.19,156.55,1967231,60
1556290800,156.55,156.61,155.62,155.74,2531082,60
1556294400,155.71,156.08,153.67,156.04,4969325,60
1556298000,156.04,157.18,155.63,156.18,1539851,60
1556301600,156.19,156.71,155.2,155.41,1223683,60
1556305200,155.41,156.14,155.28,155.41,1020688,60
1556308800,155.42,156.81,155.4,156.44,1306835,60
1556312400,156.39,157.62,156.38,157.61,624721,60
1556316000,157.62,158.99,157.42,157.48,1850573,60
1556319600,157.5,158,156.98,157.94,1462402,60
1556323200,157.97,158.49,157.3,157.51,1280350,60
1556326800,157.5,157.87,157.22,157.4,1457386,60
1556330400,157.42,157.8,156.84,156.97,740443,60
1556334000,156.97,158.6,156.88,157.68,3028938,60
1556337600,157.68,158.26,157.01,158.14,1595982,60
1556341200,158.15,158.86,157.96,158.83,2036505,60
1556344800,158.83,159.06,158.04,158.51,1940583,60
1556348400,158.51,158.54,157.79,158.36,1343790,60
1556352000,158.37,158.41,157.02,157.29,1869717,60
1556355600,157.29,157.86,157,157.69,1982877,60
1556359200,157.69,158.34,157.36,157.64,1623943,60
1556362800,157.63,158,156.9,156.97,1864534,60
1556366400,156.98,157.1,156.42,156.7,2208315,60
1556370000,156.69,157.27,156.42,157.27,1631841,60
1556373600,157.27,157.84,157.2,157.54,1631513,60
1556377200,157.54,158.15,157.5,157.74,874062,60
1556380800,157.73,158.97,157.72,158.91,1594891,60
1556384400,158.9,161.2,158.52,161.09,3431964,60
1556388000,161.11,161.41,159.88,160.64,1661196,60
1556391600,160.64,162,160.51,161.36,1814068,60
1556395200,161.36,161.37,160.52,160.99,1013134,60
1556398800,161.01,161.39,160.5,160.76,713133,60
1556402400,160.78,160.97,159.73,159.78,768456,60
1556406000,159.79,159.9,158.81,159.26,1728618,60
1556409600,159.25,160.01,159.11,159.77,1279305,60
1556413200,159.77,159.82,159,159.36,783649,60
1556416800,159.38,159.39,158.13,158.62,1713784,60
1556420400,158.62,159.39,158.47,159.12,2024402,60
1556424000,159.12,159.56,158.77,158.87,1460168,60
1556427600,158.82,159.13,158.27,159.06,1412657,60
1556431200,159.06,159.52,158.69,159.32,2119485,60
1556434800,159.31,159.67,159.25,159.63,943553,60
1556438400,159.63,159.84,159.4,159.77,1196351,60
1556442000,159.75,159.87,159.23,159.45,1947189,60
1556445600,159.44,159.81,159.22,159.62,1930579,60
1556449200,159.65,160.09,159.36,159.89,1439680,60
1556452800,159.89,160,159.28,159.55,1375301,60
1556456400,159.54,160.24,157.59,158.16,4089369,60
1556460000,158.13,158.85,157.76,158.2,2476250,60
1556463600,158.24,159.55,158.2,158.99,2824922,60
1556467200,158.97,159.06,158.41,158.41,1899038,60
1556470800,158.41,159.04,158.06,158.7,1310166,60
1556474400,158.69,158.82,158.16,158.44,1056302,60
1556478000,158.45,158.62,157.04,158.26,1375612,60
1556481600,158.24,158.99,158,158.21,583646,60
1556485200,158.2,158.36,157.77,157.86,377033,60
1556488800,157.87,158.45,157.83,158.32,643219,60
1556492400,158.32,158.44,157.84,157.89,651956,60
1556496000,157.92,158.65,157.8,158.18,1089931,60
1556499600,158.17,158.22,157.76,157.83,1088453,60
1556503200,157.83,158.36,157.76,158.19,670160,60
1556506800,158.18,158.75,158.16,158.55,1172073,60
1556510400,158.55,159.06,158.36,158.99,2225334,60
1556514000,159,159.09,158.26,158.45,1568823,60
1556517600,158.45,158.57,158.21,158.28,1058535,60
1556521200,158.27,158.5,157.73,157.99,1279335,60
1556524800,157.99,158.15,157.54,157.61,2514152,60
1556528400,157.62,157.83,156,157.22,9834324,60
1556532000,157.21,157.38,154.19,155.37,15459764,60
1556535600,155.32,155.87,154.98,155.69,9503067,60
1556539200,155.66,155.78,153.16,154.18,7225904,60
1556542800,154.15,154.39,152.1,154.24,4538267,60
1556546400,154.25,155.12,154.19,154.42,3097432,60
1556550000,154.43,154.78,154,154.17,1315899,60
1556553600,154.17,157.2,154.17,156.29,2872693,60
1556557200,156.26,157.2,156.15,156.25,1135656,60
1556560800,156.26,156.27,155,155.54,2155646,60
1556564400,155.53,155.73,154.8,155.27,776685,60
1556568000,155.17,155.5,154.3,154.42,559894,60
1556571600,154.45,154.82,154.17,154.59,459192,60
1556575200,154.6,155.26,153.79,154.9,1776006,60
1556578800,154.89,155.78,154.78,155.09,1134217,60
1556582400,155.14,156.02,155.05,155.58,2024358,60
1556586000,155.55,157.2,155.38,157.15,1702590,60
1556589600,157.17,158.2,156.67,157.9,3894608,60
1556593200,157.89,158,156.7,156.79,1545832,60
1556596800,156.8,156.94,155.9,156.18,2042308,60
1556600400,156.18,156.74,156.08,156.37,1337613,60
1556604000,156.35,156.8,156.27,156.46,1414782,60
1556607600,156.47,158.19,156.44,157.4,2913678,60
1556611200,157.43,158,157.25,157.63,1546855,60
1556614800,157.61,158.2,156.45,157.75,3368939,60
1556618400,157.74,159.5,157.71,158.72,4147684,60
1556622000,158.73,159.73,158.41,159.56,2393673,60
1556625600,159.56,159.99,158.71,159.34,3764389,60
1556629200,159.33,160,158.59,159.47,2860435,60
1556632800,159.44,160.29,158.2,158.78,3423630,60
1556636400,158.78,158.94,158,158.86,2311334,60
1556640000,158.86,158.95,158,158.62,1766081,60
1556643600,158.62,159.17,158.32,158.62,1215432,60
