t,o,h,l,c,v,n
1585983600,140.75,141.36,140.67,141.02,1935924,60
1585987200,141.01,142,141.01,141.96,2658052,60
1585990800,141.97,143.8,141.12,143.03,5609504,60
1585994400,143.04,144.1,142.61,143.59,5905615,60
1585998000,143.58,143.98,140,140.8,8077398,60
1586001600,140.8,141.73,140.04,141.04,4695282,60
1586005200,141.08,142.03,140.7,141.8,2437153,60
1586008800,141.8,141.97,141.2,141.64,1552402,60
1586012400,141.65,142.9,141.56,142.31,2949136,60
1586016000,142.3,144.1,142,143.77,5417268,60
1586019600,143.75,144.44,143.04,143.04,3117856,60
1586023200,143.08,143.76,142.82,143.08,1074008,60
1586026800,143.1,143.6,142.07,142.86,1242559,60
1586030400,142.87,146.25,141.15,143.37,11140584,60
1586034000,143.4,144.49,143.33,144.03,1690445,60
1586037600,144.05,144.97,142.83,143.82,2617084,60
1586041200,143.84,144.34,143.6,144.07,1622724,60
1586044800,144.1,145.56,144.07,144.55,4840239,60
1586048400,144.54,145.16,144.24,144.9,2411060,60
1586052000,144.89,144.9,144,144.49,2730923,60
1586055600,144.5,144.63,143.44,143.86,2236528,60
1586059200,143.86,143.86,142.6,143.16,4203124,60
1586062800,143.17,144.24,142.76,142.85,2834597,60
1586066400,142.84,143.22,142.02,143.12,3391876,60
1586070000,143.07,143.16,142.39,142.79,1452246,60
1586073600,142.73,143.06,142.17,142.97,1978701,60
1586077200,142.92,143.75,142.51,142.73,3172036,60
1586080800,142.7,143.07,142.2,142.31,2290425,60
1586084400,142.31,143.4,142.23,142.92,2031558,60
1586088000,142.92,143.5,142.62,143.41,1201481,60
1586091600,143.41,144.2,143.1,143.77,2904349,60
1586095200,143.78,143.9,143.07,143.13,2037149,60
1586098800,143.12,144.04,142.85,143.61,2390518,60
1586102400,143.62,143.66,142.48,142.75,3206310,60
1586106000,142.75,143.71,140.71,143.31,8206739,60
1586109600,143.31,143.97,142.66,143,2108380,60
1586113200,142.98,143.7,142.95,143.25,818034,60
1586116800,143.29,143.29,141.8,142.29,1600023,60
1586120400,142.29,142.92,141.8,142.51,1111838,60
1586124000,142.51,143.6,142.51,143.34,1770741,60
1586127600,143.34,143.45,142.45,142.66,1257455,60
1586131200,142.67,144.58,142.6,144.55,5824899,60
1586134800,144.52,144.94,143.77,144.22,3187816,60
1586138400,144.22,144.43,143.1,143.75,2678082,60
1586142000,143.79,144.2,143.77,144.12,1528111,60
1586145600,144.1,148.55,144.1,148,27671388,60
1586149200,148,149.52,146.84,148.78,19908892,60
1586152800,148.8,150.99,148.14,150.24,15902268,60
1586156400,150.25,150.69,148.4,149.49,8724647,60
1586160000,149.47,150.6,149.15,149.78,4964768,60
1586163600,149.77,155.53,149.77,154.15,30855947,60
1586167200,154.15,155.38,152.67,153.04,10340049,60
1586170800,153.03,154.35,153.01,154.23,5050286,60
1586174400,154.24,156.88,153.54,156.2,10750430,60
1586178000,156.2,158.8,154.53,155.84,25124326,60
1586181600,155.83,156.61,154.35,155.95,7335518,60
1586185200,155.95,161.5,155.62,161.3,20985568,60
1586188800,161.31,165,160.2,163.46,36236127,60
1586192400,163.49,166.49,162.4,165.85,14963255,60
1586196000,165.85,166.31,163.61,165.97,7373237,60
1586199600,165.97,167.26,164.91,165.14,8346315,60
1586203200,165.08,166,161.41,163.82,7777134,60
1586206800,163.79,166.13,163.38,166.03,3206967,60
1586210400,166.03,166.05,163.95,165.6,5109091,60
1586214000,165.6,172,165.31,171.28,24603912,60
1586217600,171.32,176.3,170.57,171.33,46907663,60
1586221200,171.34,173.71,169.66,170.05,15842963,60
1586224800,170,171.35,167.55,169.96,20564749,60
1586228400,169.94,171.21,168.14,170.99,13402891,60
1586232000,170.99,171.04,168.6,169.34,9848658,60
1586235600,169.34,170.71,168.72,170.09,4935986,60
1586239200,170.12,171,168.84,171,8138899,60
1586242800,170.99,174.4,170.69,173.73,19073896,60
1586246400,173.73,174,171.6,172.88,10597108,60
1586250000,172.89,173.96,171.83,173.71,8145862,60
1586253600,173.74,175.28,173.15,174.38,12667280,60
1586257200,174.39,174.39,172.11,172.43,9277839,60
1586260800,172.43,174.87,170.01,170.45,15511306,60
1586264400,170.46,172.93,170.4,171.01,9385896,60
1586268000,171.04,171.08,167.31,168.3,23487885,60
1586271600,168.29,170.1,167.9,169.08,8823450,60
1586275200,169.09,173.39,169.02,172.69,13810168,60
1586278800,172.7,172.95,170.74,172.01,5702059,60
1586282400,171.99,172.2,168.9,169.6,6658126,60
1586286000,169.61,171.07,168.89,169.07,3488594,60
1586289600,169.09,169.16,162,163.63,24814855,60
1586293200,163.62,168.22,162.5,166.94,9996108,60
1586296800,166.93,167.34,165.4,166.4,6091700,60
1586300400,166.41,166.65,163.21,164.63,11165608,60
1586304000,164.59,165.76,163.55,164.42,7736994,60
1586307600,164.44,165.6,163.86,163.87,4976203,60
1586311200,163.9,169.19,163.84,168.86,12243126,60
1586314800,168.82,173.08,168.64,172.16,27947847,60
1586318400,172.15,173.47,170.84,172.45,12065443,60
1586322000,172.44,174.15,170.62,174.15,10867483,60
1586325600,174.15,174.46,168.81,170.1,24162523,60
1586329200,170.11,171.57,169.93,170.28,6229979,60
1586332800,170.29,170.91,167.3,168.77,10124841,60
1586336400,168.75,170.19,167.77,168.87,7273158,60
1586340000,168.85,170.34,166,167.27,13485695,60
1586343600,167.27,168.83,166.71,168.66,6229685,60
1586347200,168.65,170.5,167.31,169,7315016,60
1586350800,168.98,169.8,166.58,166.88,5806285,60
1586354400,166.9,168.93,166.84,168.53,3582379,60
1586358000,168.55,170,168.51,169.14,5524633,60
1586361600,169.11,170.9,168.15,170.42,11925978,60
1586365200,170.44,171,170.01,170.45,4614135,60
1586368800,170.51,171.27,170.08,170.89,3647913,60
1586372400,170.9,171.5,169,170.3,4028096,60
1586376000,170.31,172.36,170.25,171.9,4273088,60
1586379600,171.87,172.78,171.22,171.55,2549692,60
1586383200,171.58,172.9,171.29,172.66,4549371,60
1586386800,172.62,173.58,172.24,173.11,6947241,60
1586390400,173.12,173.33,171.56,172.82,6607024,60
1586394000,172.82,172.82,170.08,171.08,5968938,60
1586397600,171.01,171.78,170.5,171.53,3048146,60
1586401200,171.52,171.52,169.79,170.18,5425623,60
1586404800,170.18,170.18,168.15,169.87,9618758,60
1586408400,169.83,170.8,169.35,170.68,2562984,60
1586412000,170.71,171.11,170.06,171,3289895,60
1586415600,170.97,172.58,170.4,172.5,7771336,60
1586419200,172.48,173.31,171.55,172.31,11072914,60
1586422800,172.3,172.3,170.34,170.37,6419580,60
1586426400,170.37,171.3,169.85,171.02,5977294,60
1586430000,171.06,171.99,167,167.94,12919409,60
1586433600,167.92,172.25,165,170.83,24113190,60
1586437200,170.83,171.42,170.07,171.22,7575556,60
1586440800,171.22,171.61,169.68,171.02,7135769,60
1586444400,171.07,171.08,168.83,169.99,5375569,60
1586448000,169.98,170.62,169.18,169.68,4983163,60
1586451600,169.71,170.59,169.27,170.1,2507278,60
1586455200,170.09,170.12,168,168.74,2795648,60
1586458800,168.74,169.44,168.21,169.15,1780709,60
1586462400,169.17,170.58,168.48,170.37,1447142,60
1586466000,170.35,170.74,168.81,170.73,1210592,60
1586469600,170.73,170.89,169.86,170.73,1702326,60
1586473200,170.73,170.9,169.5,169.52,1933705,60
1586476800,169.51,170.17,168.8,169.91,3216207,60
1586480400,169.94,170.06,168.8,168.83,2610971,60
1586484000,168.83,168.99,166.8,168.31,8143641,60
1586487600,168.31,168.51,162.82,163.41,27278705,60
1586491200,163.39,164.09,159.84,163.26,27569455,60
1586494800,163.31,163.31,160,160.8,20745745,60
1586498400,160.84,162.21,160.3,160.56,8940710,60
1586502000,160.56,160.69,156.5,158.07,21857787,60
1586505600,158.02,159,155.89,157.9,10780288,60
1586509200,157.93,158.73,156.91,158.28,7490768,60
1586512800,158.3,159.52,157.57,158.9,5346280,60
1586516400,158.89,158.91,157.67,157.83,4279994,60
1586520000,157.83,158.6,157.5,158.5,2691203,60
1586523600,158.52,158.6,155.67,157.96,7730836,60
1586527200,157.94,158.5,156.79,157.12,5317600,60
1586530800,157.12,157.44,152.18,153.1,17903463,60
1586534400,153.07,156.62,152,156.47,13314111,60
1586538000,156.46,158.32,155.89,157.39,7900712,60
1586541600,157.36,157.89,155.34,157.6,4292027,60
1586545200,157.6,159,157.1,158.13,5298228,60
1586548800,158.13,158.91,157.59,158.91,1517431,60
1586552400,158.91,160.4,158.13,158.51,3298455,60
1586556000,158.55,159.97,156.89,157.99,3294617,60
1586559600,157.96,158.59,156.45,157.83,3015387,60
1586563200,157.81,159.7,157.62,159.46,5574806,60
1586566800,159.47,160.23,158.81,159.92,5079109,60
1586570400,159.93,160.45,159.04,159.78,5541068,60
1586574000,159.78,160,159.22,159.99,4061752,60
1586577600,159.98,161.29,159.87,160,9259926,60
1586581200,159.97,160.75,159.3,160.66,3064931,60
1586584800,160.67,160.94,159.88,160.3,2707862,60
1586588400,160.3,160.3,158,158.63,5403836,60
1586592000,158.63,159.52,158.18,158.82,2554824,60
1586595600,158.82,158.83,157.58,158.28,3488724,60
1586599200,158.25,158.58,156.86,157.25,3263845,60
1586602800,157.24,159.16,156.91,158.91,3027575,60
1586606400,158.91,159.37,158.23,158.68,1916345,60
1586610000,158.68,158.78,157.69,157.97,2967616,60
1586613600,158.01,158.01,156.59,156.65,4175475,60
1586617200,156.66,157.99,156.65,157.35,1914791,60
1586620800,157.35,158.18,155.14,155.76,6043755,60
1586624400,155.74,156.8,155,155.71,3110674,60
1586628000,155.7,157.45,155.38,156.79,2080509,60
1586631600,156.8,156.99,155.28,155.62,1710121,60
1586635200,155.61,155.61,153.93,154.77,3028220,60
1586638800,154.79,157.03,154.26,157.01,2189488,60
1586642400,157.02,158.66,156.5,157.78,4690351,60
1586646000,157.79,158.55,156.88,158.31,2686065,60
1586649600,158.31,159.46,157.61,157.63,5370813,60
1586653200,157.63,158.2,157,157.27,1942009,60
1586656800,157.22,157.62,156.28,157,2651584,60
1586660400,156.99,157.12,155.55,155.61,2269255,60
1586664000,155.61,156.63,155,156.35,2630701,60
1586667600,156.35,157.36,156.07,157.05,1719552,60
1586671200,157.05,157.36,156.38,156.84,1463037,60
1586674800,156.79,157.14,156.13,157.01,1678182,60
1586678400,157.04,157.76,156.95,157.26,2043446,60
1586682000,157.26,158.48,157.26,157.69,3939445,60
1586685600,157.7,158.03,157.03,157.15,2213183,60
1586689200,157.15,158.8,157.12,157.99,4502731,60
1586692800,157.98,160,157.97,159.45,9806559,60
1586696400,159.43,160,159.07,159.97,5559559,60
1586700000,159.97,161.38,159.64,160.21,12724568,60
1586703600,160.22,162,160.22,161.94,5823048,60
1586707200,161.96,163.7,161.5,163.59,21065320,60
1586710800,163.59,164.79,161.74,162.85,11255931,60
1586714400,162.87,163.55,161.7,162.63,2142298,60
1586718000,162.56,164.28,162.5,163.74,2354291,60
1586721600,163.73,164.76,162.92,163.49,3537195,60
1586725200,163.5,163.91,162.62,163.62,1395843,60
1586728800,163.63,164.31,160.13,161.7,6886646,60
1586732400,161.72,162.36,158.31,158.54,7196756,60
1586736000,158.56,158.62,150,153.43,39379424,60
1586739600,153.45,154.07,151.9,153.54,10731222,60
1586743200,153.54,154.1,152.35,154.01,5993358,60
1586746800,153.98,154,152.19,152.35,6426089,60
1586750400,152.3,153.42,151.18,152.67,5245944,60
1586754000,152.67,153.3,152,152.25,4529906,60
1586757600,152.23,153.8,151.83,153.45,4230150,60
1586761200,153.45,153.45,151.75,152.43,3620621,60
1586764800,152.41,152.96,151.75,152.53,2545405,60
1586768400,152.52,152.55,150.57,151.3,5708631,60
1586772000,151.3,153.7,151.3,153.54,3522671,60
1586775600,153.53,156.53,152.81,155.29,11485407,60
1586779200,155.28,155.36,152,153.45,7348682,60
1586782800,153.45,153.69,151.01,151.43,4743797,60
1586786400,151.44,154.35,151.15,153.12,6934167,60
1586790000,153.13,155.01,152.69,154.06,4687178,60
1586793600,154,154.64,152.9,153.71,3869756,60
1586797200,153.69,154.39,153.33,153.59,1858467,60
1586800800,153.63,154.45,153.5,153.69,943447,60
1586804400,153.68,155.45,153.68,154.64,2120269,60
1586808000,154.59,156.45,154.59,156.21,3077442,60
1586811600,156.25,158.96,155.88,156.41,8222769,60
1586815200,156.4,158.54,156.32,157.78,4020695,60
1586818800,157.76,158.36,156.11,156.27,4584578,60
1586822400,156.26,157.54,155.71,155.93,3542512,60
1586826000,155.96,157.25,155.38,157.13,3967071,60
1586829600,157.16,158,157.11,157.41,3569818,60
1586833200,157.44,158.45,156.87,157.98,3780417,60
1586836800,158,158.9,157.8,157.99,5161319,60
1586840400,157.99,158.19,157.39,157.78,2449649,60
1586844000,157.73,157.92,156.82,157.15,2943413,60
1586847600,157.14,158.52,156.24,156.54,5106513,60
1586851200,156.53,156.91,155.4,156.35,5775004,60
1586854800,156.35,157.93,155.83,157.73,3194660,60
1586858400,157.74,158.15,156.15,156.18,3149677,60
1586862000,156.17,157.42,155.96,156.76,2528673,60
1586865600,156.76,157.36,155.93,157,2333472,60
1586869200,157,158.3,156.99,158.18,4901660,60
1586872800,158.19,161.05,157.85,159.06,16316952,60
1586876400,159.08,160.5,158.74,159.81,6051127,60
1586880000,159.84,161.2,159,161.04,7164882,60
1586883600,161.07,161.82,159.05,159.55,5163618,60
1586887200,159.54,161.14,159.45,160.36,7042615,60
1586890800,160.38,160.48,159.15,160.03,2042659,60
1586894400,160.05,160.45,158.4,158.93,2280120,60
1586898000,158.98,159.2,158.4,158.79,1404665,60
1586901600,158.78,160.72,158.48,159.4,2753075,60
1586905200,159.39,159.91,157.52,158.51,4727549,60
1586908800,158.42,158.5,155.9,156.96,8050655,60
1586912400,156.97,158.8,156.55,158.71,3375153,60
1586916000,158.71,160.2,158.23,159.8,5725217,60
1586919600,159.8,160.59,159.2,160.38,4039909,60
1586923200,160.39,161.24,159.53,159.62,5498149,60
1586926800,159.63,160.59,159.5,160.52,3407731,60
1586930400,160.52,161.12,159.64,159.78,4663058,60
1586934000,159.79,160.01,159.25,159.57,2331768,60
1586937600,159.51,159.9,158.1,158.55,3049090,60
1586941200,158.6,159.3,157.73,158.8,2845746,60
1586944800,158.8,159.71,157.06,157.55,4472760,60
1586948400,157.56,158.3,156.8,157.73,5452211,60
1586952000,157.72,157.72,155.58,156.01,11835411,60
1586955600,156.01,157.59,155.2,156.74,6496259,60
1586959200,156.7,157.96,156.33,156.91,2908195,60
1586962800,156.92,157.26,155.65,155.81,2884418,60
1586966400,155.81,157.5,155.5,156.76,3536266,60
1586970000,156.76,157.6,156.61,157.11,1250413,60
1586973600,157.18,158.08,157.13,157.47,1103483,60
1586977200,157.47,157.67,156.84,156.93,1283118,60
1586980800,156.94,157.87,156.6,157.47,903646,60
1586984400,157.47,157.99,156.72,156.9,702649,60
1586988000,156.9,156.94,155.15,155.51,3889920,60
1586991600,155.51,155.7,152.05,152.79,13819638,60
1586995200,152.78,152.78,148.47,151.55,20917340,60
1586998800,151.51,153.2,150.42,152.94,7305899,60
1587002400,152.95,153.6,152.33,153.12,4161391,60
1587006000,153.13,153.22,152,153.02,3804358,60
1587009600,153.01,153.5,152.28,152.58,2001001,60
1587013200,152.58,153.63,152.57,153.16,2219459,60
1587016800,153.17,155.6,153.14,155.36,9367643,60
1587020400,155.36,169,155.36,164.56,87850488,60
1587024000,164.55,174.41,164.53,170.36,66889079,60
1587027600,170.36,172.68,168.24,168.99,20592428,60
1587031200,168.99,170.77,166.5,167.68,18583785,60
1587034800,167.67,170.99,167.67,169.95,8933374,60
1587038400,169.98,172.6,168,171.86,13406549,60
1587042000,171.84,172.68,168.3,168.84,10274947,60
1587045600,168.86,171,168.82,170.6,7606268,60
1587049200,170.59,172.66,170.05,172.57,13841403,60
1587052800,172.57,173,169.36,170.55,17897719,60
1587056400,170.55,171.44,169.85,170.69,3528224,60
1587060000,170.68,171.46,170.04,170.54,2206697,60
1587063600,170.54,172.75,170.43,172.44,2758574,60
1587067200,172.41,172.41,170.15,172.19,3714473,60
1587070800,172.16,173.21,171.47,172.75,4878744,60
1587074400,172.76,174,171,173.8,9127093,60
1587078000,173.79,174.74,171.1,172.3,11179414,60
1587081600,172.33,173.2,170,171.41,9201737,60
1587085200,171.47,173.18,171.04,172.73,5158019,60
1587088800,172.73,172.73,170.89,170.92,4395619,60
1587092400,170.91,171.62,170.13,171.46,4735740,60
1587096000,171.47,171.47,168.23,169.51,7314013,60
1587099600,169.51,171.32,168.69,170.84,4814431,60
1587103200,170.84,170.85,168.61,169.45,8726144,60
1587106800,169.45,170.47,168.78,169.76,6594678,60
1587110400,169.72,171.02,169.22,170.48,7102555,60
1587114000,170.47,172.63,170.35,171.68,8099045,60
1587117600,171.69,171.82,170.8,171.15,3516033,60
1587121200,171.13,172,168.41,169.29,16340881,60
1587124800,169.29,170.5,169.28,170.41,5313936,60
1587128400,170.41,170.41,168.6,170.17,7230894,60
1587132000,170.2,170.8,169.12,169.48,3964094,60
1587135600,169.48,170.29,169.17,169.85,2568483,60
1587139200,169.86,170.68,169.55,170.55,3538105,60
1587142800,170.54,170.85,169.82,170.13,2085101,60
1587146400,170.17,170.19,169.14,169.91,1280240,60
1587150000,169.96,171.4,169.85,171,1936274,60
1587153600,171.02,171.45,170.51,170.59,1348145,60
1587157200,170.59,171.13,169.5,169.79,1520685,60
1587160800,169.79,170.65,169.69,170.28,1263581,60
1587164400,170.3,175,170.19,170.65,32695360,60
1587168000,170.68,172.93,170.5,172.51,6170578,60
1587171600,172.53,173.2,172.21,173.16,5132226,60
1587175200,173.18,174.22,172.84,173.33,7002834,60
1587178800,173.34,174,172.7,172.88,3571009,60
1587182400,172.9,173.75,172.67,172.74,2697769,60
1587186000,172.74,173.95,172.74,173.47,3526670,60
1587189600,173.49,173.78,172.95,173.16,2086426,60
1587193200,173.14,173.54,172.7,173.27,2395352,60
1587196800,173.27,173.73,172.9,173.12,2477124,60
1587200400,173.12,173.8,173.07,173.24,2627371,60
1587204000,173.22,173.43,171.42,172.52,5573977,60
1587207600,172.51,174.46,171.9,174.18,4828718,60
1587211200,174.18,179.86,173.32,178.52,33320887,60
1587214800,178.52,184.6,178.23,183.55,44954459,60
1587218400,183.56,184.25,181.83,182.72,16196579,60
1587222000,182.77,184.77,182.27,184.55,11539273,60
1587225600,184.54,185.31,181.13,182.84,20184704,60
1587229200,182.82,182.88,181.78,182.31,3876440,60
1587232800,182.32,182.56,181.93,182.37,2635883,60
1587236400,182.4,183.07,181.98,182.51,2241252,60
1587240000,182.51,183.36,182.29,182.97,1858557,60
1587243600,182.98,184.09,182.96,184.03,2874509,60
1587247200,184.03,189.4,183.79,187.61,19217108,60
1587250800,187.64,189.4,186.01,187.42,12821858,60
1587254400,187.42,188.16,184.5,186.25,13712878,60
1587258000,186.29,186.98,185.61,186.67,4827306,60
1587261600,186.67,188.29,186.27,187.33,7664881,60
1587265200,187.34,187.49,186.14,186.85,5285497,60
1587268800,186.85,187.5,185.61,185.83,4876329,60
1587272400,185.83,186.24,179.66,180.3,21774151,60
1587276000,180.34,183.62,178.96,182.82,15775960,60
1587279600,182.79,183.47,181.7,182.27,5211667,60
1587283200,182.21,182.9,180.8,182.56,6480040,60
1587286800,182.55,184.32,181.57,183.9,5265299,60
1587290400,183.89,184.63,182.49,183.25,5668975,60
1587294000,183.19,183.19,181.58,182.97,4576413,60
1587297600,182.98,183.22,181.94,182.84,2910825,60
1587301200,182.81,182.82,179,180.28,12083147,60
1587304800,180.25,180.26,176.05,179.17,27547611,60
1587308400,179.18,179.75,177.85,178.82,6545666,60
1587312000,178.81,181.2,178.01,180.97,7220603,60
1587315600,180.97,182.69,180.5,182.01,4551693,60
1587319200,181.96,182.21,180.82,181.98,1705032,60
1587322800,181.99,182.24,180.28,181.14,2055999,60
1587326400,181.14,181.56,179.94,181.1,1547511,60
1587330000,181.1,183.6,181.08,183.03,2867627,60
1587333600,183.03,183.44,181.18,182.53,4658451,60
1587337200,182.53,183.32,179.39,180,6869782,60
1587340800,180,182.56,178.29,182.23,6821900,60
1587344400,182.24,182.43,181.32,182.01,5171651,60
1587348000,181.95,183.79,181.33,183.39,7287382,60
1587351600,183.39,184.26,182.9,183.93,10978474,60
1587355200,183.95,186.46,183.4,183.94,20092593,60
1587358800,183.95,184.48,182.58,183.94,10073848,60
1587362400,183.95,184.36,182.25,183.41,8784198,60
1587366000,183.4,184.09,182.64,184,4662142,60
1587369600,183.99,184.09,181.16,182.11,7693866,60
1587373200,182.12,182.59,180.89,182.09,6114181,60
1587376800,182.07,182.07,178.68,180.39,15797198,60
1587380400,180.39,180.66,175.8,175.8,19534457,60
1587384000,175.8,180.66,173.01,179.54,39022117,60
1587387600,179.53,180.06,178,178.62,10690657,60
1587391200,178.62,180.08,177.8,179.54,6866906,60
